created_date,account_name,campaign_objective,impressions,reach,clicks,link_clicks,content_views,add_to_cart,purchase,purchase_value,amount_spent,month,is_weekend,is_ramadhan,client_name,industry,ctr_percentage,cpc,cvr_percentage,roas,aov,cpr
2023-01-02,Client E - FMCG,Traffic,455969,216434,99269,25495,0,0,0,0.0,4123804.0,2023-01,False,False,Client E,FMCG,21.77,162.0,0.0,0.0,0.0,0.0
2023-01-02,Client F - FMCG,Sales,603862,143400,78341,9541,6710,935,499,1512216.0,3880174.0,2023-01,False,False,Client F,FMCG,12.97,407.0,5.23,0.39,3030.0,7776.0
2023-01-03,Client A - Fashion,Sales,398188,226057,98575,21833,1792,863,310,7590015.0,2155327.0,2023-01,False,False,Client A,Fashion,24.76,99.0,1.42,3.52,24484.0,6953.0
2023-01-03,Client B - Beauty,Traffic,664275,74456,91855,25915,0,0,0,0.0,1165710.0,2023-01,False,False,Client B,Beauty,13.83,45.0,0.0,0.0,0.0,0.0
2023-01-03,Client B - Beauty,Sales,350731,319244,42455,38158,4249,323,658,7699337.0,3234863.0,2023-01,False,False,Client B,Beauty,12.1,85.0,1.72,2.38,11701.0,4916.0
2023-01-03,Client C - Fashion,Traffic,568342,244522,80604,42761,0,0,0,0.0,4634834.0,2023-01,False,False,Client C,Fashion,14.18,108.0,0.0,0.0,0.0,0.0
2023-01-03,Client C - Fashion,Sales,956960,471631,79700,32354,2531,267,914,1238628.0,3525401.0,2023-01,False,False,Client C,Fashion,8.33,109.0,2.82,0.35,1355.0,3857.0
2023-01-03,Client D - Beauty,Traffic,435326,223693,93123,21563,0,0,0,0.0,1073220.0,2023-01,False,False,Client D,Beauty,21.39,50.0,0.0,0.0,0.0,0.0
2023-01-03,Client E - FMCG,Traffic,909918,224818,81242,21873,0,0,0,0.0,2469405.0,2023-01,False,False,Client E,FMCG,8.93,113.0,0.0,0.0,0.0,0.0
2023-01-03,Client F - FMCG,Traffic,464489,156751,92274,8065,0,0,0,0.0,4035139.0,2023-01,False,False,Client F,FMCG,19.87,500.0,0.0,0.0,0.0,0.0
2023-01-03,Client F - FMCG,Sales,771656,461346,37121,21421,7388,279,605,4026590.0,4944249.0,2023-01,False,False,Client F,FMCG,4.81,231.0,2.82,0.81,6656.0,8172.0
2023-01-04,Client A - Fashion,Traffic,868941,73931,93341,19590,0,0,0,0.0,3770337.0,2023-01,False,False,Client A,Fashion,10.74,192.0,0.0,0.0,0.0,0.0
2023-01-04,Client C - Fashion,Traffic,497046,375749,60252,17965,0,0,0,0.0,2708351.0,2023-01,False,False,Client C,Fashion,12.12,151.0,0.0,0.0,0.0,0.0
2023-01-04,Client D - Beauty,Sales,298653,258955,54640,7755,6009,268,521,6530763.0,2610728.0,2023-01,False,False,Client D,Beauty,18.3,337.0,6.72,2.5,12535.0,5011.0
2023-01-04,Client E - FMCG,Sales,540844,58694,54996,44502,2721,389,807,753429.0,4461966.0,2023-01,False,False,Client E,FMCG,10.17,100.0,1.81,0.17,934.0,5529.0
2023-01-04,Client F - FMCG,Traffic,786140,218413,37478,5807,0,0,0,0.0,4892477.0,2023-01,False,False,Client F,FMCG,4.77,843.0,0.0,0.0,0.0,0.0
2023-01-05,Client A - Fashion,Traffic,832140,437837,99732,36842,0,0,0,0.0,1360714.0,2023-01,False,False,Client A,Fashion,11.99,37.0,0.0,0.0,0.0,0.0
2023-01-05,Client A - Fashion,Sales,742153,313770,66159,15812,5343,634,267,2808597.0,209518.0,2023-01,False,False,Client A,Fashion,8.91,13.0,1.69,13.41,10519.0,785.0
2023-01-05,Client B - Beauty,Traffic,934356,189176,91552,47060,0,0,0,0.0,1106686.0,2023-01,False,False,Client B,Beauty,9.8,24.0,0.0,0.0,0.0,0.0
2023-01-05,Client C - Fashion,Traffic,900656,55895,71778,24201,0,0,0,0.0,2273719.0,2023-01,False,False,Client C,Fashion,7.97,94.0,0.0,0.0,0.0,0.0
2023-01-05,Client C - Fashion,Sales,724832,394665,51707,35156,6732,209,610,1422569.0,2490955.0,2023-01,False,False,Client C,Fashion,7.13,71.0,1.74,0.57,2332.0,4084.0
2023-01-05,Client D - Beauty,Sales,656073,168924,54110,22447,2111,211,512,7331448.0,254201.0,2023-01,False,False,Client D,Beauty,8.25,11.0,2.28,28.84,14319.0,496.0
2023-01-05,Client E - FMCG,Traffic,890523,207052,63136,38206,0,0,0,0.0,2273920.0,2023-01,False,False,Client E,FMCG,7.09,60.0,0.0,0.0,0.0,0.0
2023-01-05,Client F - FMCG,Traffic,746328,431999,54828,10268,0,0,0,0.0,374099.0,2023-01,False,False,Client F,FMCG,7.35,36.0,0.0,0.0,0.0,0.0
2023-01-06,Client B - Beauty,Traffic,823382,204707,85319,49298,0,0,0,0.0,3126156.0,2023-01,False,False,Client B,Beauty,10.36,63.0,0.0,0.0,0.0,0.0
2023-01-06,Client C - Fashion,Traffic,366671,360328,82042,42780,0,0,0,0.0,131002.0,2023-01,False,False,Client C,Fashion,22.37,3.0,0.0,0.0,0.0,0.0
2023-01-06,Client C - Fashion,Sales,609191,247431,97907,26246,8919,970,646,7242160.0,2890262.0,2023-01,False,False,Client C,Fashion,16.07,110.0,2.46,2.51,11211.0,4474.0
2023-01-06,Client D - Beauty,Sales,741722,433400,47030,10794,9491,945,467,2401932.0,747013.0,2023-01,False,False,Client D,Beauty,6.34,69.0,4.33,3.22,5143.0,1600.0
2023-01-06,Client E - FMCG,Traffic,722062,433561,91419,24482,0,0,0,0.0,1333841.0,2023-01,False,False,Client E,FMCG,12.66,54.0,0.0,0.0,0.0,0.0
2023-01-06,Client E - FMCG,Sales,949501,144827,94046,47996,9302,182,440,4977757.0,3074765.0,2023-01,False,False,Client E,FMCG,9.9,64.0,0.92,1.62,11313.0,6988.0
2023-01-06,Client F - FMCG,Traffic,855643,62273,55896,14115,0,0,0,0.0,1077923.0,2023-01,False,False,Client F,FMCG,6.53,76.0,0.0,0.0,0.0,0.0
2023-01-06,Client F - FMCG,Sales,712548,226715,21958,11434,1633,194,442,7733220.0,4553963.0,2023-01,False,False,Client F,FMCG,3.08,398.0,3.87,1.7,17496.0,10303.0
2023-01-07,Client A - Fashion,Sales,699008,471251,97618,27201,4333,842,843,5966898.0,2967197.0,2023-01,True,False,Client A,Fashion,13.97,109.0,3.1,2.01,7078.0,3520.0
2023-01-07,Client B - Beauty,Traffic,595662,247549,88687,45344,0,0,0,0.0,2379652.0,2023-01,True,False,Client B,Beauty,14.89,52.0,0.0,0.0,0.0,0.0
2023-01-07,Client C - Fashion,Traffic,507712,142476,22657,16640,0,0,0,0.0,1299718.0,2023-01,True,False,Client C,Fashion,4.46,78.0,0.0,0.0,0.0,0.0
2023-01-07,Client E - FMCG,Sales,698139,399695,80549,49217,8876,845,317,6123737.0,3534389.0,2023-01,True,False,Client E,FMCG,11.54,72.0,0.64,1.73,19318.0,11149.0
2023-01-07,Client F - FMCG,Traffic,945721,332195,71059,32748,0,0,0,0.0,3069489.0,2023-01,True,False,Client F,FMCG,7.51,94.0,0.0,0.0,0.0,0.0
2023-01-08,Client A - Fashion,Traffic,271835,74334,32672,7965,0,0,0,0.0,1796703.0,2023-01,True,False,Client A,Fashion,12.02,226.0,0.0,0.0,0.0,0.0
2023-01-08,Client A - Fashion,Sales,501514,453291,99638,48568,3808,694,784,2093945.0,2419516.0,2023-01,True,False,Client A,Fashion,19.87,50.0,1.61,0.87,2671.0,3086.0
2023-01-08,Client B - Beauty,Traffic,943719,385113,88945,44845,0,0,0,0.0,610540.0,2023-01,True,False,Client B,Beauty,9.42,14.0,0.0,0.0,0.0,0.0
2023-01-08,Client C - Fashion,Traffic,325067,198889,43014,14952,0,0,0,0.0,170608.0,2023-01,True,False,Client C,Fashion,13.23,11.0,0.0,0.0,0.0,0.0
2023-01-08,Client C - Fashion,Sales,831177,321606,27870,10251,3854,285,578,2123236.0,3512254.0,2023-01,True,False,Client C,Fashion,3.35,343.0,5.64,0.6,3673.0,6077.0
2023-01-08,Client D - Beauty,Sales,403995,54424,83160,49256,2289,959,339,153669.0,4366314.0,2023-01,True,False,Client D,Beauty,20.58,89.0,0.69,0.04,453.0,12880.0
2023-01-08,Client E - FMCG,Traffic,789251,178761,22581,17764,0,0,0,0.0,4357158.0,2023-01,True,False,Client E,FMCG,2.86,245.0,0.0,0.0,0.0,0.0
2023-01-08,Client E - FMCG,Sales,625946,387890,46400,21144,8250,593,572,1170681.0,2188064.0,2023-01,True,False,Client E,FMCG,7.41,103.0,2.71,0.54,2047.0,3825.0
2023-01-08,Client F - FMCG,Traffic,554255,50375,32419,15489,0,0,0,0.0,854736.0,2023-01,True,False,Client F,FMCG,5.85,55.0,0.0,0.0,0.0,0.0
2023-01-08,Client F - FMCG,Sales,915969,207832,31842,10527,1090,204,641,4077070.0,838269.0,2023-01,True,False,Client F,FMCG,3.48,80.0,6.09,4.86,6360.0,1308.0
2023-01-09,Client A - Fashion,Traffic,451311,260121,92170,44214,0,0,0,0.0,2482109.0,2023-01,False,False,Client A,Fashion,20.42,56.0,0.0,0.0,0.0,0.0
2023-01-09,Client A - Fashion,Sales,613317,214362,59508,45662,2577,446,35,546869.0,4908572.0,2023-01,False,False,Client A,Fashion,9.7,107.0,0.08,0.11,15625.0,140245.0
2023-01-09,Client B - Beauty,Traffic,742175,309574,85870,28993,0,0,0,0.0,4266422.0,2023-01,False,False,Client B,Beauty,11.57,147.0,0.0,0.0,0.0,0.0
2023-01-09,Client B - Beauty,Sales,513964,202674,72000,43482,7857,390,696,6242704.0,2841689.0,2023-01,False,False,Client B,Beauty,14.01,65.0,1.6,2.2,8969.0,4083.0
2023-01-09,Client C - Fashion,Traffic,490919,157789,86462,40826,0,0,0,0.0,1730772.0,2023-01,False,False,Client C,Fashion,17.61,42.0,0.0,0.0,0.0,0.0
2023-01-09,Client C - Fashion,Sales,469170,184987,48032,34363,3721,440,650,3120823.0,4862929.0,2023-01,False,False,Client C,Fashion,10.24,142.0,1.89,0.64,4801.0,7481.0
2023-01-09,Client E - FMCG,Sales,486190,446251,39797,15671,7926,368,609,1524342.0,1777395.0,2023-01,False,False,Client E,FMCG,8.19,113.0,3.89,0.86,2503.0,2919.0
2023-01-09,Client F - FMCG,Sales,655378,342407,52826,47673,7536,342,107,186654.0,4202719.0,2023-01,False,False,Client F,FMCG,8.06,88.0,0.22,0.04,1744.0,39278.0
2023-01-10,Client A - Fashion,Traffic,565647,113073,47502,15672,0,0,0,0.0,1601886.0,2023-01,False,False,Client A,Fashion,8.4,102.0,0.0,0.0,0.0,0.0
2023-01-10,Client A - Fashion,Sales,861492,159147,24261,21198,8403,800,240,3758563.0,2861393.0,2023-01,False,False,Client A,Fashion,2.82,135.0,1.13,1.31,15661.0,11922.0
2023-01-10,Client B - Beauty,Sales,912628,313643,87542,19909,5449,607,797,3544753.0,2766961.0,2023-01,False,False,Client B,Beauty,9.59,139.0,4.0,1.28,4448.0,3472.0
2023-01-10,Client D - Beauty,Sales,544035,380484,71808,5876,4219,937,979,443549.0,1575081.0,2023-01,False,False,Client D,Beauty,13.2,268.0,16.66,0.28,453.0,1609.0
2023-01-10,Client E - FMCG,Sales,944190,319764,33630,11625,1218,144,375,7198955.0,2360050.0,2023-01,False,False,Client E,FMCG,3.56,203.0,3.23,3.05,19197.0,6293.0
2023-01-10,Client F - FMCG,Traffic,712940,224174,46736,7644,0,0,0,0.0,4096806.0,2023-01,False,False,Client F,FMCG,6.56,536.0,0.0,0.0,0.0,0.0
2023-01-11,Client A - Fashion,Traffic,172465,123858,25595,12915,0,0,0,0.0,2480266.0,2023-01,False,False,Client A,Fashion,14.84,192.0,0.0,0.0,0.0,0.0
2023-01-11,Client B - Beauty,Sales,366330,209003,59458,7900,4554,633,548,3603201.0,3535520.0,2023-01,False,False,Client B,Beauty,16.23,448.0,6.94,1.02,6575.0,6452.0
2023-01-11,Client D - Beauty,Traffic,462879,162757,53837,21896,0,0,0,0.0,2980896.0,2023-01,False,False,Client D,Beauty,11.63,136.0,0.0,0.0,0.0,0.0
2023-01-11,Client D - Beauty,Sales,932067,378909,48102,36441,1230,183,951,4397913.0,4796092.0,2023-01,False,False,Client D,Beauty,5.16,132.0,2.61,0.92,4625.0,5043.0
2023-01-11,Client E - FMCG,Traffic,198946,85042,46604,17294,0,0,0,0.0,4201984.0,2023-01,False,False,Client E,FMCG,23.43,243.0,0.0,0.0,0.0,0.0
2023-01-11,Client E - FMCG,Sales,577721,160838,44711,30154,2142,189,562,2003968.0,3815230.0,2023-01,False,False,Client E,FMCG,7.74,127.0,1.86,0.53,3566.0,6789.0
2023-01-11,Client F - FMCG,Traffic,470131,124237,24292,15546,0,0,0,0.0,2944900.0,2023-01,False,False,Client F,FMCG,5.17,189.0,0.0,0.0,0.0,0.0
2023-01-11,Client F - FMCG,Sales,186915,75137,91676,27191,9229,784,532,7313260.0,296222.0,2023-01,False,False,Client F,FMCG,49.05,11.0,1.96,24.69,13747.0,557.0
2023-01-12,Client A - Fashion,Traffic,595214,368740,49721,17227,0,0,0,0.0,2594961.0,2023-01,False,False,Client A,Fashion,8.35,151.0,0.0,0.0,0.0,0.0
2023-01-12,Client A - Fashion,Sales,996330,178112,54165,15358,6950,542,479,5793283.0,1553221.0,2023-01,False,False,Client A,Fashion,5.44,101.0,3.12,3.73,12095.0,3243.0
2023-01-12,Client B - Beauty,Sales,698991,251927,93122,44243,6575,308,329,5358358.0,2920720.0,2023-01,False,False,Client B,Beauty,13.32,66.0,0.74,1.83,16287.0,8878.0
2023-01-12,Client C - Fashion,Traffic,343722,221984,96554,7945,0,0,0,0.0,338625.0,2023-01,False,False,Client C,Fashion,28.09,43.0,0.0,0.0,0.0,0.0
2023-01-12,Client C - Fashion,Sales,672453,335877,56170,47060,3625,939,709,3207478.0,1795830.0,2023-01,False,False,Client C,Fashion,8.35,38.0,1.51,1.79,4524.0,2533.0
2023-01-12,Client E - FMCG,Traffic,741198,357823,40123,12616,0,0,0,0.0,1001255.0,2023-01,False,False,Client E,FMCG,5.41,79.0,0.0,0.0,0.0,0.0
2023-01-13,Client A - Fashion,Traffic,937788,164573,55642,28341,0,0,0,0.0,1909989.0,2023-01,False,False,Client A,Fashion,5.93,67.0,0.0,0.0,0.0,0.0
2023-01-13,Client B - Beauty,Traffic,967308,479491,52053,20981,0,0,0,0.0,4645216.0,2023-01,False,False,Client B,Beauty,5.38,221.0,0.0,0.0,0.0,0.0
2023-01-13,Client B - Beauty,Sales,587483,56203,45501,25954,1609,915,224,7660851.0,2573715.0,2023-01,False,False,Client B,Beauty,7.75,99.0,0.86,2.98,34200.0,11490.0
2023-01-13,Client C - Fashion,Traffic,994085,271367,25879,19522,0,0,0,0.0,3299474.0,2023-01,False,False,Client C,Fashion,2.6,169.0,0.0,0.0,0.0,0.0
2023-01-13,Client C - Fashion,Sales,836439,219626,39634,27116,1610,272,832,6328482.0,1279799.0,2023-01,False,False,Client C,Fashion,4.74,47.0,3.07,4.94,7606.0,1538.0
2023-01-13,Client D - Beauty,Traffic,681985,395877,34776,8111,0,0,0,0.0,2081932.0,2023-01,False,False,Client D,Beauty,5.1,257.0,0.0,0.0,0.0,0.0
2023-01-13,Client D - Beauty,Sales,298647,251802,59369,36852,8733,757,232,678427.0,4195968.0,2023-01,False,False,Client D,Beauty,19.88,114.0,0.63,0.16,2924.0,18086.0
2023-01-13,Client E - FMCG,Traffic,830264,194430,81133,18264,0,0,0,0.0,363748.0,2023-01,False,False,Client E,FMCG,9.77,20.0,0.0,0.0,0.0,0.0
2023-01-13,Client F - FMCG,Traffic,544536,397352,63972,18524,0,0,0,0.0,3811867.0,2023-01,False,False,Client F,FMCG,11.75,206.0,0.0,0.0,0.0,0.0
2023-01-13,Client F - FMCG,Sales,718393,287134,83433,18664,8505,262,378,6832878.0,3389088.0,2023-01,False,False,Client F,FMCG,11.61,182.0,2.03,2.02,18076.0,8966.0
2023-01-14,Client A - Fashion,Sales,801216,238477,67076,33183,8855,887,849,3787371.0,1228862.0,2023-01,True,False,Client A,Fashion,8.37,37.0,2.56,3.08,4461.0,1447.0
2023-01-14,Client B - Beauty,Traffic,219417,187497,54917,41294,0,0,0,0.0,3225612.0,2023-01,True,False,Client B,Beauty,25.03,78.0,0.0,0.0,0.0,0.0
2023-01-14,Client B - Beauty,Sales,847301,218459,37634,10532,1586,411,160,4500035.0,3322447.0,2023-01,True,False,Client B,Beauty,4.44,315.0,1.52,1.35,28125.0,20765.0
2023-01-14,Client C - Fashion,Traffic,128925,72503,48389,5908,0,0,0,0.0,1754254.0,2023-01,True,False,Client C,Fashion,37.53,297.0,0.0,0.0,0.0,0.0
2023-01-14,Client C - Fashion,Sales,662928,73008,30229,25802,6863,949,996,4096301.0,4749917.0,2023-01,True,False,Client C,Fashion,4.56,184.0,3.86,0.86,4113.0,4769.0
2023-01-14,Client D - Beauty,Sales,967997,294875,97879,22568,1884,774,533,3582071.0,1675549.0,2023-01,True,False,Client D,Beauty,10.11,74.0,2.36,2.14,6721.0,3144.0
2023-01-14,Client E - FMCG,Traffic,879896,225524,63118,8143,0,0,0,0.0,3981849.0,2023-01,True,False,Client E,FMCG,7.17,489.0,0.0,0.0,0.0,0.0
2023-01-14,Client F - FMCG,Traffic,142509,70092,72273,20813,0,0,0,0.0,1835469.0,2023-01,True,False,Client F,FMCG,50.71,88.0,0.0,0.0,0.0,0.0
2023-01-15,Client A - Fashion,Traffic,460853,410649,92461,26674,0,0,0,0.0,3747900.0,2023-01,True,False,Client A,Fashion,20.06,141.0,0.0,0.0,0.0,0.0
2023-01-15,Client B - Beauty,Traffic,477998,81700,53149,30752,0,0,0,0.0,4791145.0,2023-01,True,False,Client B,Beauty,11.12,156.0,0.0,0.0,0.0,0.0
2023-01-15,Client B - Beauty,Sales,603578,138643,75041,20149,6423,924,515,2219427.0,755703.0,2023-01,True,False,Client B,Beauty,12.43,38.0,2.56,2.94,4310.0,1467.0
2023-01-15,Client C - Fashion,Traffic,497341,374029,62158,16955,0,0,0,0.0,4771398.0,2023-01,True,False,Client C,Fashion,12.5,281.0,0.0,0.0,0.0,0.0
2023-01-15,Client C - Fashion,Sales,744766,70284,76218,28974,5896,842,591,4477857.0,4676351.0,2023-01,True,False,Client C,Fashion,10.23,161.0,2.04,0.96,7577.0,7913.0
2023-01-15,Client D - Beauty,Traffic,501380,80770,61048,39550,0,0,0,0.0,4137615.0,2023-01,True,False,Client D,Beauty,12.18,105.0,0.0,0.0,0.0,0.0
2023-01-15,Client E - FMCG,Sales,906051,473923,62524,24167,1937,701,220,995494.0,2828913.0,2023-01,True,False,Client E,FMCG,6.9,117.0,0.91,0.35,4525.0,12859.0
2023-01-15,Client F - FMCG,Traffic,864611,296000,79852,24520,0,0,0,0.0,3502504.0,2023-01,True,False,Client F,FMCG,9.24,143.0,0.0,0.0,0.0,0.0
2023-01-16,Client A - Fashion,Traffic,292410,239604,96493,10364,0,0,0,0.0,4413658.0,2023-01,False,False,Client A,Fashion,33.0,426.0,0.0,0.0,0.0,0.0
2023-01-16,Client A - Fashion,Sales,466918,425869,12318,11692,8350,593,785,5910810.0,112615.0,2023-01,False,False,Client A,Fashion,2.64,10.0,6.71,52.49,7530.0,143.0
2023-01-16,Client B - Beauty,Traffic,503357,213594,96766,14931,0,0,0,0.0,4156376.0,2023-01,False,False,Client B,Beauty,19.22,278.0,0.0,0.0,0.0,0.0
2023-01-16,Client B - Beauty,Sales,346321,50134,53690,38445,2278,661,718,1192115.0,4475237.0,2023-01,False,False,Client B,Beauty,15.5,116.0,1.87,0.27,1660.0,6233.0
2023-01-16,Client C - Fashion,Traffic,536919,259088,33112,8723,0,0,0,0.0,3483429.0,2023-01,False,False,Client C,Fashion,6.17,399.0,0.0,0.0,0.0,0.0
2023-01-16,Client D - Beauty,Traffic,691253,365415,67593,42879,0,0,0,0.0,3467619.0,2023-01,False,False,Client D,Beauty,9.78,81.0,0.0,0.0,0.0,0.0
2023-01-16,Client E - FMCG,Sales,378320,218424,93189,45980,2907,843,604,661472.0,3026470.0,2023-01,False,False,Client E,FMCG,24.63,66.0,1.31,0.22,1095.0,5011.0
2023-01-16,Client F - FMCG,Traffic,824998,208494,90689,36870,0,0,0,0.0,2097930.0,2023-01,False,False,Client F,FMCG,10.99,57.0,0.0,0.0,0.0,0.0
2023-01-17,Client A - Fashion,Sales,638255,167506,60718,25507,8146,302,641,3951179.0,3846390.0,2023-01,False,False,Client A,Fashion,9.51,151.0,2.51,1.03,6164.0,6001.0
2023-01-17,Client B - Beauty,Sales,849413,370925,85084,29703,6214,427,672,7734344.0,854778.0,2023-01,False,False,Client B,Beauty,10.02,29.0,2.26,9.05,11509.0,1272.0
2023-01-17,Client C - Fashion,Sales,107949,89234,31028,14156,2371,657,362,1546250.0,139777.0,2023-01,False,False,Client C,Fashion,28.74,10.0,2.56,11.06,4271.0,386.0
2023-01-17,Client D - Beauty,Traffic,467249,330231,82926,46204,0,0,0,0.0,4301715.0,2023-01,False,False,Client D,Beauty,17.75,93.0,0.0,0.0,0.0,0.0
2023-01-17,Client D - Beauty,Sales,482365,214829,63711,30560,2139,522,144,2158283.0,3563072.0,2023-01,False,False,Client D,Beauty,13.21,117.0,0.47,0.61,14988.0,24744.0
2023-01-17,Client E - FMCG,Traffic,836500,367294,81833,30539,0,0,0,0.0,1284783.0,2023-01,False,False,Client E,FMCG,9.78,42.0,0.0,0.0,0.0,0.0
2023-01-17,Client F - FMCG,Traffic,735720,55202,28985,17498,0,0,0,0.0,4412678.0,2023-01,False,False,Client F,FMCG,3.94,252.0,0.0,0.0,0.0,0.0
2023-01-17,Client F - FMCG,Sales,955577,320795,28320,21932,2372,196,381,6078578.0,4011931.0,2023-01,False,False,Client F,FMCG,2.96,183.0,1.74,1.52,15954.0,10530.0
2023-01-18,Client C - Fashion,Traffic,885114,432193,97897,42411,0,0,0,0.0,4011197.0,2023-01,False,False,Client C,Fashion,11.06,95.0,0.0,0.0,0.0,0.0
2023-01-18,Client C - Fashion,Sales,262089,133003,76216,11763,6366,506,502,1513487.0,3425506.0,2023-01,False,False,Client C,Fashion,29.08,291.0,4.27,0.44,3015.0,6824.0
2023-01-18,Client D - Beauty,Traffic,411429,163440,27121,5590,0,0,0,0.0,2955366.0,2023-01,False,False,Client D,Beauty,6.59,529.0,0.0,0.0,0.0,0.0
2023-01-18,Client D - Beauty,Sales,537935,381168,76050,37340,6363,697,590,3120484.0,3025859.0,2023-01,False,False,Client D,Beauty,14.14,81.0,1.58,1.03,5289.0,5129.0
2023-01-19,Client A - Fashion,Traffic,708887,105469,81473,23893,0,0,0,0.0,2004310.0,2023-01,False,False,Client A,Fashion,11.49,84.0,0.0,0.0,0.0,0.0
2023-01-19,Client A - Fashion,Sales,683492,387124,22711,22203,7786,207,548,6327920.0,4566135.0,2023-01,False,False,Client A,Fashion,3.32,206.0,2.47,1.39,11547.0,8332.0
2023-01-19,Client B - Beauty,Sales,332184,210234,64562,43324,7805,538,459,861057.0,3759661.0,2023-01,False,False,Client B,Beauty,19.44,87.0,1.06,0.23,1876.0,8191.0
2023-01-19,Client C - Fashion,Sales,583600,286939,60237,27487,8568,241,757,2351403.0,4130848.0,2023-01,False,False,Client C,Fashion,10.32,150.0,2.75,0.57,3106.0,5457.0
2023-01-19,Client D - Beauty,Sales,833132,187503,47073,23829,9939,339,766,2087161.0,1043723.0,2023-01,False,False,Client D,Beauty,5.65,44.0,3.21,2.0,2725.0,1363.0
2023-01-19,Client E - FMCG,Sales,811581,192901,79448,7805,1054,319,829,4199909.0,2112997.0,2023-01,False,False,Client E,FMCG,9.79,271.0,10.62,1.99,5066.0,2549.0
2023-01-19,Client F - FMCG,Sales,637474,57938,37119,24283,1798,476,422,4864800.0,1765722.0,2023-01,False,False,Client F,FMCG,5.82,73.0,1.74,2.76,11528.0,4184.0
2023-01-20,Client A - Fashion,Traffic,722880,125279,97961,6878,0,0,0,0.0,3460420.0,2023-01,False,False,Client A,Fashion,13.55,503.0,0.0,0.0,0.0,0.0
2023-01-20,Client B - Beauty,Sales,979191,424513,80572,28528,4884,661,668,3016693.0,607110.0,2023-01,False,False,Client B,Beauty,8.23,21.0,2.34,4.97,4516.0,909.0
2023-01-20,Client C - Fashion,Traffic,804146,234632,35059,9692,0,0,0,0.0,2253114.0,2023-01,False,False,Client C,Fashion,4.36,232.0,0.0,0.0,0.0,0.0
2023-01-20,Client D - Beauty,Traffic,957078,88514,75680,28938,0,0,0,0.0,1933134.0,2023-01,False,False,Client D,Beauty,7.91,67.0,0.0,0.0,0.0,0.0
2023-01-20,Client D - Beauty,Sales,232148,90383,87309,5498,1903,400,973,6740008.0,3560795.0,2023-01,False,False,Client D,Beauty,37.61,648.0,17.7,1.89,6927.0,3660.0
2023-01-20,Client E - FMCG,Traffic,938562,156645,79832,40586,0,0,0,0.0,3450082.0,2023-01,False,False,Client E,FMCG,8.51,85.0,0.0,0.0,0.0,0.0
2023-01-20,Client E - FMCG,Sales,847103,202464,55126,43100,3552,434,137,2661015.0,2996052.0,2023-01,False,False,Client E,FMCG,6.51,70.0,0.32,0.89,19423.0,21869.0
2023-01-20,Client F - FMCG,Traffic,748800,200122,32428,24430,0,0,0,0.0,4080784.0,2023-01,False,False,Client F,FMCG,4.33,167.0,0.0,0.0,0.0,0.0
